Household Id,Household size,No. of children,Own home?,Size of home (sq. ft),Employement status,Annual household income (USD),Vehicles owned,UIN,Full name,Date of birth,Account number,Phone number,Email id,Address,Disability status,Immigration status,Token ID,Gender
8516581035,8,5,no,1078,employed_parttime,5001_10000,three_wheeler,8192397222,Haja Mariama Kamara,21-05-1957,2961334896,+745 9890056212,haja@myland.com,"7519 Donna Forge Mooreville, VA 78407",not_disabled,non_immigrant,442782601407325743522253172792158780,Female
5978113318,8,6,yes,593,employed_parttime,0_5000,bicycle,3378649196,Hassan Gbassay Koroma,19-09-1930,5166937164,+745 4439525844,hassan@myland.com,"635 Winters Stravenue Apt. 767 Meganstad, SD 73330",not_disabled,non_immigrant,706013964113142596254720172334512864,Female
1490021621,8,1,no,214,unemployed,0_5000,bicycle,9336665377,Musa Tarawally,31-03-1977,8489162742,+745 3546139160,musa@myland.com,"88722 Molly Unions Zunigastad, NH 58262",not_disabled,non_immigrant,781360822924886752489773522928219788,Female
3405974231,8,0,yes,1356,employed_fulltime,0_5000,two_wheeler,1565525942,Kandeh Yumkella,27-01-1946,6795628911,+745 9049315859,kandeh@myland.com,"77292 Gilbert Groves Brandyshire, FL 57911",not_disabled,non_immigrant,201632526097258995627598001544008444,Female
4293995653,4,1,no,235,self_employed,0_5000,bicycle,8825593929,Fatmata Sawaneh,19-02-1993,1682117668,+745 4331945059,fatmata@myland.com,"049 Benjamin Orchard Suite 716 West Angela, AK 56127",not_disabled,non_immigrant,204914100745057510713067652580583478,Male
4277018194,5,1,yes,1107,self_employed,0_5000,bicycle,1276712234,Chernor Maju Bah,18-07-1937,2186768718,+745 9285949481,chernor@myland.com,"6074 Carter Stream Port Robert, MO 56036",not_disabled,non_immigrant,706044060972613815303780000994809209,Female
1578983742,7,4,yes,514,employed_fulltime,0_5000,two_wheeler,4645255436,Adama Kamara,06-06-1951,1888728169,+745 4464194443,adama@myland.com,"12460 Mccall Branch Apt. 206 South Susan, VT 74803",not_disabled,non_immigrant,382344931955736818684429517533202060,Female
9293665359,6,4,yes,729,employed_parttime,0_5000,two_wheeler,7832953438,Brima A. Sheriff,12-11-1952,1296123592,+745 2846584450,brima@myland.com,"370 Stevens Oval Apt. 550 Lake Michelle, FL 33884",not_disabled,non_immigrant,729106469894621588911379615712351688,Female
9214692287,8,7,yes,1604,employed_parttime,5001_10000,three_wheeler,8251299654,Abdulai Bayraytay,21-10-1932,3631653422,+745 8256293982,abdulai@myland.com,"356 Justin Throughway South Rogerville, MO 77810",not_disabled,non_immigrant,943377591726908070164405402073451487,Male
4619311227,5,0,no,1342,unemployed,0_5000,two_wheeler,4753986195,Memunatu Pratt,26-03-2004,9765369549,+745 9422873425,memunatu@myland.com,"455 Jones Valley Apt. 699 West Christopher, HI 32209",not_disabled,non_immigrant,072614655531282106147323513432658158,Female
7034192923,5,4,yes,1277,employed_fulltime,0_5000,bicycle,2942854115,Abdul Tejan-Cole,02-06-1944,5257767559,+745 1704941395,abdul@myland.com,"191 Peterson Lane Suite 852 East Jeremy, AS 67042",not_disabled,non_immigrant,853204480039193243703952902253251534,Female
6103341360,9,6,yes,894,unemployed,5001_10000,four_wheeler,5239731942,Umu Hawa Tejan-Jalloh,10-06-1984,9563551139,+745 2544447983,umu@myland.com,"010 Lindsey Lodge Apt. 134 Collinsborough, WI 61076",not_disabled,non_immigrant,717072040028003305077245142830013627,Male
6544819701,10,5,yes,664,self_employed,0_5000,two_wheeler,6644919189,Alhaji Jalloh,14-08-1930,1111441868,+745 5081887405,alhaji@myland.com,"PSC 6819, Box 5700 APO AE 05279",not_disabled,non_immigrant,558401038742722321484794084221358443,Male
9617962848,4,2,yes,1415,employed_parttime,5001_10000,four_wheeler,7546523624,Jeneba Kandeh,08-09-1967,7839571351,+745 6928440735,jeneba@myland.com,"06618 Miller Path West Emilyhaven, OK 58554",not_disabled,non_immigrant,886645800499873497203941929162942224,Male
2531067281,3,0,no,996,self_employed,0_5000,bicycle,8665931443,Victor Bockarie Foh,19-10-1989,1814951631,+745 4290048256,victor@myland.com,"PSC 7122, Box 8726 APO AE 42686",not_disabled,non_immigrant,531613663293147303409810724862562263,Male
1987198570,2,1,yes,407,employed_parttime,0_5000,bicycle,7647223239,Ahmed Wurie,06-02-1965,3713863748,+745 4690765358,ahmed@myland.com,"62739 Gomez Burgs Hernandezville, IN 60246",not_disabled,non_immigrant,701564482666592894270391291815381810,Male
4076206287,6,5,yes,414,unemployed,0_5000,bicycle,5168711333,Mohamed Kamarainba Mansaray,09-12-1985,3153783527,+745 6229386435,mohamed@myland.com,"5687 Davila Wall Suite 831 Petersentown, WA 49439",not_disabled,non_immigrant,023552018323099785623370648132356584,Female
6409043165,4,2,no,620,employed_parttime,0_5000,two_wheeler,3981587851,Minkailu Mansaray,07-03-1930,9468166659,+745 5186762130,minkailu@myland.com,"02346 Francis Mall Apt. 585 West Emily, WA 18747",not_disabled,non_immigrant,028487003786471692144990567565461771,Male
7918047968,4,0,yes,730,employed_parttime,5001_10000,two_wheeler,6356671465,Alie Kabba,28-02-1996,5324624577,+745 9109430940,alie@myland.com,"2698 Cooper Parkways Suite 690 Youngton, AR 66150",not_disabled,non_immigrant,972946150962446256276327770363562468,Female
7663794190,3,0,no,862,others,0_5000,bicycle,5949858392,Bernadette Lahai,25-03-1948,9483292134,+745 8018720726,bernadette@myland.com,"3076 Mason Drives Christianville, AL 49153",not_disabled,non_immigrant,642724325389697405156158094385577256,Female
1113241596,2,1,no,864,employed_fulltime,0_5000,two_wheeler,2199143382,Ahmed Charai,21-04-1957,4572375648,+745 5021520062,ahmed@myland.com,"1296 Huerta Plains Apt. 024 West Jessica, TN 90846",not_disabled,non_immigrant,900865174494722761746283313462625792,Male
5341268020,6,1,no,1293,employed_parttime,0_5000,two_wheeler,8868155845,Mounir Majidi,25-06-1975,1662533689,+745 7680560727,mounir@myland.com,"0194 Ronnie Unions East Monica, AZ 50677",not_disabled,non_immigrant,139728303472178159783642138561203744,Male
9841760373,8,6,yes,1074,employed_parttime,0_5000,bicycle,7499534472,Abdelouafi Laftit,23-06-1980,1279455365,+745 7014899646,abdelouafi@myland.com,"56283 Hernandez Overpass Apt. 465 Toniton, MH 73295",not_disabled,non_immigrant,246996348032094054571037126725999966,Female
2247174122,7,4,no,1259,employed_parttime,5001_10000,two_wheeler,8153789654,Abdellatif Loudiyi,01-06-1973,6552924289,+745 2930535685,abdellatif@myland.com,"85482 Stefanie Land Apt. 816 Wesleyberg, PA 78036",not_disabled,immigrant,019343106689936434286644798673027340,Male
2527463638,8,3,yes,951,employed_fulltime,0_5000,bicycle,1766922594,Ahmed Aboutaleb,11-02-1948,3499839476,+745 1865691575,ahmed@myland.com,"63676 Dunn Park Sharonport, UT 98069",not_disabled,non_immigrant,112728586588474931236352858594877338,Female
3171445273,3,2,yes,468,self_employed,0_5000,two_wheeler,6544112657,Mohamed Hassad,30-05-1997,8493886762,+745 2137013053,mohamed@myland.com,"2671 Christine Throughway Suite 026 West Kenneth, KS 25374",not_disabled,non_immigrant,349339130740533674325916972138949470,Male
4498271256,2,1,yes,714,unemployed,0_5000,two_wheeler,1728891711,Aziz Akhannouch,27-05-1934,6412268813,+745 2963252290,aziz@myland.com,"2404 Ethan Village Apt. 291 Masseyview, NH 03795",not_disabled,non_immigrant,375649031057288368570074011860479118,Female
4700707791,2,0,no,1280,self_employed,0_5000,two_wheeler,2941514498,Saad Eddine El Othmani,06-09-1951,7747938274,+745 9389808833,saad@myland.com,"64319 Anderson Hollow Josephburgh, DE 51409",not_disabled,non_immigrant,846453207079527833825783252901755826,Male
4724420829,8,5,no,488,self_employed,0_5000,bicycle,5314125762,Nezha Skalli,23-11-2004,2718117931,+745 7573613884,nezha@myland.com,"57471 Gary Lights North Jonathanland, TX 05939",not_disabled,non_immigrant,283562314549859402549142656634497656,Male
3887047734,6,1,no,439,employed_parttime,0_5000,bicycle,5269591495,Khadija Rouissi,20-07-1987,7732852822,+745 3368478346,khadija@myland.com,"365 Travis Cape Apt. 411 Charlesshire, PA 41396",disabled,non_immigrant,401319557523531528643106472243104067,Male
