Household Id,Household size,No. of children,Own home?,Size of home (sq. ft),Employement status,Annual household income (USD),Vehicles owned,UIN,Full name,Date of birth,Account number,Phone number,Email id,Address,Disability status,Immigration status,Token ID,Gender
5489976281,10,3,no,582,employed_parttime,5001_10000,four_wheeler,3845922552,Hassan Ben Aissa,22-12-1972,2713724824,+745 2050990478,hassan@myland.com,"724 Christopher Roads Jasonmouth, PR 33104",not_disabled,non_immigrant,292240132754667750016287118855690547,Male
7417614167,10,0,yes,1191,employed_parttime,5001_10000,four_wheeler,9662138822,Abdelaziz Bouhaddou,14-03-1978,6799414413,+745 8343197965,abdelaziz@myland.com,USCGC Thompson FPO AE 56707,not_disabled,non_immigrant,308075501677065507527834582876576835,Male
7824293775,4,2,no,1012,self_employed,0_5000,bicycle,8919949626,Amina El Haloui,27-02-1976,5745125592,+745 6350204801,amina@myland.com,"671 Jonathan Village Suite 717 Victoriaburgh, MS 30420",not_disabled,non_immigrant,182252152868149991681694033668526987,Female
1096273906,9,7,yes,1731,unemployed,0_5000,bicycle,8495352929,Omar El Bakkali,24-05-1933,4633634437,+745 2218022571,omar@myland.com,"PSC 8732, Box 8154 APO AA 44681",not_disabled,non_immigrant,781806843907214398556391067696978059,Male
5412959729,7,1,no,1410,employed_parttime,0_5000,bicycle,6148674888,Aicha Oubaha,02-01-1994,9746877365,+745 9385184477,aicha@myland.com,"1050 Browning Ramp Jorgeberg, MD 14143",not_disabled,non_immigrant,635981763798499272645751924154621868,Male
3061229193,7,2,yes,1083,employed_fulltime,0_5000,two_wheeler,9556482877,Abdellatif El Filali,30-07-1947,7788771519,+745 5302193238,abdellatif@myland.com,Unit 6267 Box 5388 DPO AP 55656,not_disabled,non_immigrant,788661661294628313644998640370434787,Female
7116813348,4,0,no,754,employed_fulltime,0_5000,two_wheeler,5742238285,Leila Benjelloun,07-09-1950,6193989634,+745 9610113506,leila@myland.com,"392 Michael Manor Suite 431 Joneston, MA 87937",not_disabled,non_immigrant,787377446405786989117361002444455364,Female
9095643825,5,2,no,758,employed_fulltime,0_5000,two_wheeler,6944342231,Ahmed Alaoui,10-01-1962,8479913418,+745 1074066829,ahmed@myland.com,"94733 Vanessa Cape Hoffmanstad, NH 28829",not_disabled,non_immigrant,437567884371767286827834658155727901,Female
7074841256,9,7,yes,1590,employed_parttime,0_5000,two_wheeler,7557557117,Saida Moutawakil,02-09-1961,3415896365,+745 3995645083,saida@myland.com,Unit 7640 Box 9206 DPO AE 54569,not_disabled,non_immigrant,454161523171004335345146326473852334,Female
3740953010,6,5,no,131,employed_fulltime,5001_10000,four_wheeler,6591935311,Youssef Abou Anas,17-01-1986,7346781836,+745 7168527224,youssef@myland.com,"61804 Kimberly Cove Garciachester, GU 46223",not_disabled,non_immigrant,098360156950976620776428985018676321,Female
3434446724,5,4,no,1654,self_employed,0_5000,two_wheeler,4776778577,Najat Rochdi,03-09-1984,7982972531,+745 7030171993,najat@myland.com,"797 Anthony Tunnel Apt. 002 Matthewchester, AZ 54581",not_disabled,non_immigrant,613980739629802031347534548617922889,Male
3989093305,2,1,no,870,unemployed,0_5000,bicycle,1897887181,Abdelilah Benkirane,29-05-1966,4866982992,+745 1376550287,abdelilah@myland.com,"92303 Mcmahon Roads Suite 356 East Chrisview, PA 30357",not_disabled,non_immigrant,221870879359218252753296183513485793,Male
2610621622,5,1,yes,508,unemployed,0_5000,two_wheeler,3781929718,Ghita Jalal,22-02-1954,5513443188,+745 5371462471,ghita@myland.com,"73691 Reynolds Walks Lloydfurt, DE 53083",not_disabled,non_immigrant,503928462157610140414148168214954976,Female
2715161306,7,2,yes,682,employed_parttime,0_5000,bicycle,2444881691,Souad Massi,16-01-1979,4262554615,+745 5392455903,souad@myland.com,"521 Gray Unions Brownside, MH 67729",not_disabled,non_immigrant,429559361168908431347391870397339115,Female
4443622409,9,3,no,1410,employed_fulltime,10000_plus,four_wheeler,8223598392,Mohamed Amine Benabou,27-01-2000,7828168179,+745 5051226213,mohamed@myland.com,"076 Darren Isle Tiffanymouth, SC 98976",not_disabled,non_immigrant,963408628490663606084851371358900995,Female
5425803927,7,5,no,454,employed_fulltime,0_5000,two_wheeler,9154351356,Zohra Drif,31-01-1959,3732241159,+745 2909147117,zohra@myland.com,"1083 Greene Ridge Apt. 985 Lauraview, IN 97837",not_disabled,non_immigrant,956304438516054849968072382247466044,Male
2592020708,6,3,yes,584,employed_parttime,0_5000,bicycle,6686825359,Mohamed Choukri,18-07-1973,1873311671,+745 4993549004,mohamed@myland.com,"92293 Underwood Springs Apt. 428 Hillchester, PA 74825",not_disabled,non_immigrant,694236028854959612670763223430269742,Female
